Updated On,State,Total Doses Administered,18-44 Years(Individuals Vaccinated),45-60 Years(Individuals Vaccinated),60+ Years(Individuals Vaccinated),Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Total Individuals Vaccinated
24-04-2021,Maharashtra,14229977,1255990,5894157,5175143,,,,12326873
25-04-2021,Maharashtra,14342185,1260346,5941954,5200390,,,,12404273
26-04-2021,Maharashtra,14905825,1283174,6152803,5330744,,,,12768316
27-04-2021,Maharashtra,15321730,1696717,5912684,5419895,,,,13030894
28-04-2021,Maharashtra,15577636,1712396,5999532,5470937,,,,13184469
29-04-2021,Maharashtra,15870448,1731181,6100693,5526938,,,,13360080
30-04-2021,Maharashtra,16183847,1754101,6211193,5594818,,,,13561437
01-05-2021,Maharashtra,16292753,1774598,6245315,5615842,,,,13637082
02-05-2021,Maharashtra,16342814,1796485,6260563,5619437,,,,13677591
03-05-2021,Maharashtra,16425887,1834683,6275584,5628380,,,,13739753
04-05-2021,Maharashtra,16528345,1876322,6286649,5635218,,,,13799328
05-05-2021,Maharashtra,16802255,1929429,6337875,5667095,,,,13935541
06-05-2021,Maharashtra,17296109,2015005,6451723,5746890,,,,14214775
07-05-2021,Maharashtra,17693374,2128000,6532388,5796491,,,,14458039
08-05-2021,Maharashtra,17947420,2218689,6583111,5825908,,,,14628881
09-05-2021,Maharashtra,18063345,2275174,6600462,5835430,,,,14712246
10-05-2021,Maharashtra,18380699,2365484,6650633,5871071,,,,14888694
11-05-2021,Maharashtra,18793256,2470100,6736944,5935295,,,,15144171
12-05-2021,Maharashtra,19139375,2520147,6812496,5987939,,,,15322754
13-05-2021,Maharashtra,19530640,2547371,6896576,6052831,,,,15499282
14-05-2021,Maharashtra,19703138,2562763,6931772,6074774,,,,15571915
15-05-2021,Maharashtra,19912961,2585250,7004222,6114228,,,,15706411
16-05-2021,Maharashtra,19985484,2592443,7033773,6127867,,,,15756833
17-05-2021,Maharashtra,20090425,2604135,7076576,6149790,,,,15833287
18-05-2021,Maharashtra,20201111,2618066,7120101,6182235,,,,15923242
19-05-2021,Maharashtra,20305921,2630743,7157611,6208969,,,,16000236
20-05-2021,Maharashtra,20469090,,7220891,6247827,,,,16125493
21-05-2021,Maharashtra,20594537,2674194,7277307,6273586,,,,16228164
22-05-2021,Maharashtra,20721982,2700509,7331596,6298837,,,,16334126
23-05-2021,Maharashtra,20764364,2711486,7349552,6308414,,,,16372676
24-05-2021,Maharashtra,21017944,2755438,7464860,6386069,,,,16609722
25-05-2021,Maharashtra,21218705,2801507,7552870,6438307,,,,16796171
26-05-2021,Maharashtra,21357076,2847661,7604605,6467507,,,,16923391
27-05-2021,Maharashtra,21646104,2916840,7726661,6538015,,,,17185317
28-05-2021,Maharashtra,21922389,3004771,7831878,6594452,,,,17435219
29-05-2021,Maharashtra,22230988,3108539,7939428,6657096,,,,17709573
30-05-2021,Maharashtra,22319656,3154007,7960373,6668322,,,,17787436
31-05-2021,Maharashtra,22586620,3254156,8040667,6716914,,,,18016877
01-06-2021,Maharashtra,22850264,3364947,8106539,6756872,,,,18233839
02-06-2021,Maharashtra,23077246,3479564,8155926,6784126,,,,18425383
03-06-2021,Maharashtra,23302845,3602549,8204069,6810254,,,,18623132
04-06-2021,Maharashtra,23687499,3751630,8320220,6880500,,,,18959397
05-06-2021,Maharashtra,24049547,3914131,8419751,6936344,,,,19278027
06-06-2021,Maharashtra,24145432,3974009,8434398,6943523,,,,19360252
07-06-2021,Maharashtra,24450364,4099403,8506028,6982959,,,,19597498
08-06-2021,Maharashtra,24728789,4212977,8560747,7011354,,,,19794750
09-06-2021,Maharashtra,25042464,4333927,8634002,7054147,,,,20032402
10-06-2021,Maharashtra,25300779,4447188,8689485,7085235,,,,20232933
11-06-2021,Maharashtra,25560781,4578917,8740038,7112719,,,,20443246
12-06-2021,Maharashtra,25866677,4725273,8805778,7150441,,,,20693716
13-06-2021,Maharashtra,25958370,4787240,8817809,7157338,,,,20775032
14-06-2021,Maharashtra,26263095,4917316,8893159,7203705,,,,21027493
15-06-2021,Maharashtra,26524389,5035886,8953422,7236745,,,,21239855
16-06-2021,Maharashtra,26774547,5150176,9009866,7268007,,,,21442311
17-06-2021,Maharashtra,26985938,5250741,9053512,7290278,,,,21609227
18-06-2021,Maharashtra,27220156,5378785,9097333,7311107,,,,21802528
19-06-2021,Maharashtra,27616708,5598106,9168865,7351525,,,,22134489
20-06-2021,Maharashtra,27733974,5692538,9179222,7356559,,,,22244712
21-06-2021,Maharashtra,28128768,5937492,9241396,7391722,,,,22587693
22-06-2021,Maharashtra,28706375,6323378,9315136,7433206,,,,23089545
23-06-2021,Maharashtra,29345261,6808171,9372800,7463596,,,,23663198
24-06-2021,Maharashtra,29788061,7136663,9408647,7481940,,,,24046509
16-03-2021,Manipur,84604,40407,29730,1263,,,,71446
17-03-2021,Manipur,87642,41046,30192,1391,,,,72675
18-03-2021,Manipur,89359,41348,30494,1423,,,,73312
19-03-2021,Manipur,91987,41784,30846,1477,,,,74154
20-03-2021,Manipur,94867,42277,31278,1539,,,,75140
21-03-2021,Manipur,95182,42358,31351,1547,,,,75302
22-03-2021,Manipur,97948,42777,31748,1614,,,,76185
23-03-2021,Manipur,100723,43392,32177,1683,,,,77298
24-03-2021,Manipur,103524,43947,32590,1745,,,,78329
25-03-2021,Manipur,105588,44288,32836,1783,,,,78954
26-03-2021,Manipur,108414,44735,33263,1894,,,,79939
27-03-2021,Manipur,110588,45105,33669,1989,,,,80812
28-03-2021,Manipur,110709,45117,33681,1989,,,,80836
29-03-2021,Manipur,110710,45115,33681,1989,,,,80834
30-03-2021,Manipur,111499,45321,33831,2032,,,,81234
31-03-2021,Manipur,112388,45481,33937,2068,,,,81536
01-04-2021,Manipur,113879,45776,34211,2106,,,,82143
02-04-2021,Manipur,114328,45855,34273,2124,,,,82302
03-04-2021,Manipur,116963,46292,34644,2208,,,,83195
04-04-2021,Manipur,117983,46490,34752,2242,,,,83536
05-04-2021,Manipur,120166,46773,35025,2343,,,,84193
06-04-2021,Manipur,121511,46929,35210,2425,,,,84616
07-04-2021,Manipur,125009,47363,35799,2658,,,,85872
08-04-2021,Manipur,128096,47787,36254,2828,,,,86907
09-04-2021,Manipur,130943,48243,36879,3131,,,,88290
10-04-2021,Manipur,132200,48450,37100,3227,,,,88814
11-04-2021,Manipur,134396,48974,37826,3602,,,,90439
12-04-2021,Manipur,137680,49440,38819,4222,,,,92519
13-04-2021,Manipur,139965,49633,39668,4824,,,,94163
14-04-2021,Manipur,142872,49776,40904,5655,,,,96373
15-04-2021,Manipur,145449,50036,41535,6146,,,,97755
16-04-2021,Manipur,148586,50321,42620,6902,,,,99881
17-04-2021,Manipur,152126,50689,43780,7608,,,,102116
18-04-2021,Manipur,153104,50770,44304,7869,,,,102983
19-04-2021,Manipur,157712,51208,46097,9168,,,,106513
20-04-2021,Manipur,162104,51577,47841,10420,,,,109878
21-04-2021,Manipur,167519,52013,50227,12066,,,,114345
22-04-2021,Manipur,171740,52568,51776,13067,,,,117450
23-04-2021,Manipur,174249,53068,52755,13578,,,,119440
24-04-2021,Manipur,180200,53800,55349,15244,,,,124435
25-04-2021,Manipur,182546,54094,56419,16010,,,,126565
26-04-2021,Manipur,192152,55040,60891,18962,,,,134935
27-04-2021,Manipur,200674,69729,51264,21576,,,,142612
28-04-2021,Manipur,214148,71332,57750,26025,,,,155151
29-04-2021,Manipur,228164,72844,64650,30566,,,,168095
30-04-2021,Manipur,250108,74538,76378,38002,,,,188954
01-05-2021,Manipur,263966,75565,84102,42561,,,,202264
02-05-2021,Manipur,266791,75612,85807,43584,,,,205037
03-05-2021,Manipur,281500,76802,93388,48324,,,,218548
04-05-2021,Manipur,292122,77996,98642,51697,,,,228369
05-05-2021,Manipur,304470,79200,104765,55759,,,,239758
06-05-2021,Manipur,314431,80703,109336,58795,,,,248868
07-05-2021,Manipur,322790,81720,113239,61446,,,,256439
08-05-2021,Manipur,330507,82417,117201,63959,,,,263612
09-05-2021,Manipur,330717,82443,117302,64021,,,,263801
10-05-2021,Manipur,341766,83391,122696,67595,,,,273723
11-05-2021,Manipur,350180,84361,126558,70175,,,,281137
12-05-2021,Manipur,358501,85170,131014,73027,,,,289255
13-05-2021,Manipur,364547,85952,134158,74860,,,,295024
14-05-2021,Manipur,370000,86537,137176,76641,,,,300409
15-05-2021,Manipur,376997,87569,140763,78881,,,,307272
16-05-2021,Manipur,377312,87588,140951,78987,,,,307585
17-05-2021,Manipur,386041,90059,144894,81229,,,,316243
18-05-2021,Manipur,390976,91109,147333,82592,,,,321100
19-05-2021,Manipur,399475,96191,149435,83840,,,,329532
20-05-2021,Manipur,403292,97347,151145,84749,,,,333308
21-05-2021,Manipur,409970,100976,153086,85809,,,,339942
22-05-2021,Manipur,413778,102279,154666,86695,,,,343712
23-05-2021,Manipur,413789,102286,154668,86697,,,,343723
24-05-2021,Manipur,420969,106698,156322,87768,,,,350862
25-05-2021,Manipur,424213,108025,157590,88361,,,,354051
26-05-2021,Manipur,435973,119163,158009,88540,,,,365796
27-05-2021,Manipur,439064,120734,158943,89084,,,,368847
28-05-2021,Manipur,444143,123902,160112,89767,,,,373870
29-05-2021,Manipur,451025,128471,161558,90563,,,,380689
30-05-2021,Manipur,451219,128473,161669,90643,,,,380882
31-05-2021,Manipur,457938,132641,163249,91500,,,,387493
01-06-2021,Manipur,462332,135206,164378,92123,,,,391812
02-06-2021,Manipur,469900,141125,165410,92625,,,,399272
03-06-2021,Manipur,472549,142924,165913,92888,,,,401838
04-06-2021,Manipur,483199,151960,166936,93386,,,,412409
05-06-2021,Manipur,492404,159481,167960,93911,,,,421488
06-06-2021,Manipur,492511,159525,168007,93927,,,,421595
07-06-2021,Manipur,504594,169567,169320,94554,,,,433599
08-06-2021,Manipur,511639,175237,170165,94967,,,,440535
09-06-2021,Manipur,522579,185241,170709,95233,,,,451370
10-06-2021,Manipur,527496,189255,171318,95440,,,,456202
11-06-2021,Manipur,535179,195705,172053,95814,,,,463768
12-06-2021,Manipur,537537,197673,172307,95923,,,,466105
13-06-2021,Manipur,538075,198073,172391,95966,,,,466634
14-06-2021,Manipur,543694,202967,172813,96135,,,,472128
15-06-2021,Manipur,548282,206537,173507,96396,,,,476657
16-06-2021,Manipur,554243,211856,173895,96558,,,,482536
17-06-2021,Manipur,556448,213410,174279,96713,,,,484633
18-06-2021,Manipur,561047,216960,174832,97020,,,,489047
19-06-2021,Manipur,565195,220273,175274,97269,,,,493052
20-06-2021,Manipur,565710,220684,175327,97318,,,,493565
21-06-2021,Manipur,572397,225954,176174,97724,,,,500102
22-06-2021,Manipur,576461,229185,176694,97916,,,,504048
23-06-2021,Manipur,582812,234175,177468,98352,,,,510253
24-06-2021,Manipur,588117,238283,178194,98664,,,,515401
16-03-2021,Meghalaya,75591,30323,21472,9626,,,,61441
17-03-2021,Meghalaya,79544,30694,22189,10720,,,,63623
18-03-2021,Meghalaya,83678,31073,22909,11542,,,,65544
19-03-2021,Meghalaya,87664,31516,23579,12255,,,,67370
20-03-2021,Meghalaya,89583,31755,23855,12527,,,,68157
21-03-2021,Meghalaya,89631,31761,23865,12543,,,,68189
22-03-2021,Meghalaya,93369,32165,24388,13298,,,,69870
23-03-2021,Meghalaya,97710,32446,24991,14352,,,,71810
24-03-2021,Meghalaya,100271,32562,25449,15063,,,,73095
25-03-2021,Meghalaya,104331,32879,26161,16198,,,,75260
26-03-2021,Meghalaya,106715,33100,26702,16933,,,,76757
27-03-2021,Meghalaya,107235,33113,26836,17192,,,,77163
28-03-2021,Meghalaya,107245,33113,26846,17192,,,,77173
29-03-2021,Meghalaya,108601,33208,27240,17808,,,,78278
30-03-2021,Meghalaya,110987,33429,27790,18537,,,,79778
31-03-2021,Meghalaya,112575,33534,28256,18978,,,,80790
01-04-2021,Meghalaya,116161,33711,30141,19784,,,,83658
02-04-2021,Meghalaya,116994,33759,30578,19969,,,,84328
03-04-2021,Meghalaya,118120,33787,31219,20215,,,,85243
04-04-2021,Meghalaya,118451,33775,31429,20302,,,,85528
05-04-2021,Meghalaya,120925,33769,32702,20801,,,,87294
06-04-2021,Meghalaya,122904,33770,33687,21204,,,,88683
07-04-2021,Meghalaya,129112,33845,36913,22675,,,,93455
08-04-2021,Meghalaya,135189,33890,40250,24042,,,,98204
09-04-2021,Meghalaya,139127,33914,42320,24914,,,,101170
10-04-2021,Meghalaya,141326,33936,43691,25435,,,,103084
11-04-2021,Meghalaya,142445,33904,44429,25702,,,,104057
12-04-2021,Meghalaya,146598,33951,46919,26668,,,,107560
13-04-2021,Meghalaya,152825,34131,50331,28135,,,,112619
14-04-2021,Meghalaya,157493,34236,53032,29138,,,,116428
15-04-2021,Meghalaya,163242,34429,55765,30487,,,,120703
16-04-2021,Meghalaya,167533,34490,58115,31451,,,,124078
17-04-2021,Meghalaya,169475,34523,59140,31839,,,,125525
18-04-2021,Meghalaya,169578,34515,59205,31868,,,,125611
19-04-2021,Meghalaya,174722,34620,61631,32890,,,,129164
20-04-2021,Meghalaya,180648,34771,64760,34162,,,,133716
21-04-2021,Meghalaya,185229,34962,67174,35183,,,,137342
22-04-2021,Meghalaya,194508,35458,72123,37115,,,,144721
23-04-2021,Meghalaya,203223,36111,76988,38869,,,,151994
24-04-2021,Meghalaya,209522,36417,80918,40304,,,,157665
25-04-2021,Meghalaya,210172,36483,81377,40392,,,,158278
26-04-2021,Meghalaya,225338,37463,90375,43792,,,,171659
27-04-2021,Meghalaya,242572,47192,92501,47685,,,,187409
28-04-2021,Meghalaya,258617,48909,101786,51271,,,,201997
29-04-2021,Meghalaya,275009,50836,110894,54866,,,,216622
30-04-2021,Meghalaya,290380,53058,119347,58028,,,,230464
01-05-2021,Meghalaya,298016,54736,123328,59385,,,,237480
02-05-2021,Meghalaya,298411,54837,123549,59428,,,,237840
03-05-2021,Meghalaya,307452,56554,128043,60921,,,,245544
04-05-2021,Meghalaya,314897,58413,131302,62056,,,,251797
05-05-2021,Meghalaya,321391,59978,134177,62898,,,,257079
06-05-2021,Meghalaya,330208,62420,137707,64136,,,,264289
07-05-2021,Meghalaya,338720,65249,140920,65327,,,,271522
08-05-2021,Meghalaya,343288,66455,142869,66031,,,,275381
09-05-2021,Meghalaya,343383,66474,142918,66040,,,,275458
10-05-2021,Meghalaya,354169,69727,147187,67573,,,,284513
11-05-2021,Meghalaya,366010,74078,151484,69048,,,,294637
12-05-2021,Meghalaya,376361,78290,155476,70301,,,,304094
13-05-2021,Meghalaya,386756,82666,159137,71611,,,,313442
14-05-2021,Meghalaya,395450,86753,162119,72676,,,,321576
15-05-2021,Meghalaya,400823,89881,163700,73153,,,,326762
16-05-2021,Meghalaya,403743,92325,164008,73321,,,,329682
17-05-2021,Meghalaya,410381,96302,166067,73892,,,,336289
18-05-2021,Meghalaya,415533,100460,166831,74109,,,,341428
19-05-2021,Meghalaya,419281,103318,167521,74293,,,,345160
20-05-2021,Meghalaya,424013,107050,168257,74550,,,,349885
21-05-2021,Meghalaya,429752,111068,169579,74927,,,,355602
22-05-2021,Meghalaya,434370,114695,170310,75183,,,,360217
23-05-2021,Meghalaya,435576,115830,170366,75196,,,,361423
24-05-2021,Meghalaya,440675,119667,171346,75452,,,,366496
25-05-2021,Meghalaya,446276,124133,172253,75653,,,,372070
26-05-2021,Meghalaya,449713,126803,172824,75844,,,,375503
27-05-2021,Meghalaya,455066,131008,173702,76088,,,,380830
28-05-2021,Meghalaya,459868,134747,174492,76315,,,,385587
29-05-2021,Meghalaya,463649,137795,175014,76486,,,,389328
30-05-2021,Meghalaya,464224,138093,175203,76571,,,,389900
31-05-2021,Meghalaya,465690,139056,175585,76676,,,,391350
01-06-2021,Meghalaya,467917,140780,175974,76760,,,,393547
02-06-2021,Meghalaya,469583,141716,176509,76925,,,,395183
03-06-2021,Meghalaya,471884,143341,177010,77066,,,,397450
04-06-2021,Meghalaya,474607,145336,177540,77243,,,,400152
05-06-2021,Meghalaya,476743,147061,177857,77330,,,,402281
06-06-2021,Meghalaya,476750,147068,177857,77330,,,,402288
07-06-2021,Meghalaya,478264,148125,178189,77414,,,,403761
08-06-2021,Meghalaya,479293,148829,178428,77472,,,,404762
09-06-2021,Meghalaya,480229,149447,178632,77517,,,,405629
10-06-2021,Meghalaya,482623,151385,178960,77596,,,,407975
11-06-2021,Meghalaya,492296,160745,179216,77638,,,,417634
12-06-2021,Meghalaya,501614,169579,179560,77747,,,,426926
13-06-2021,Meghalaya,503182,171120,179571,77752,,,,428483
14-06-2021,Meghalaya,516828,184167,180042,77848,,,,442099
15-06-2021,Meghalaya,530738,197344,180594,77973,,,,455958
16-06-2021,Meghalaya,544781,210521,181276,78105,,,,469951
17-06-2021,Meghalaya,562928,227426,182248,78267,,,,487996
18-06-2021,Meghalaya,578098,241645,182994,78403,,,,503100
19-06-2021,Meghalaya,589906,252493,183742,78538,,,,514835
20-06-2021,Meghalaya,590972,253492,183791,78552,,,,515897
21-06-2021,Meghalaya,604195,265560,184594,78736,,,,528959
22-06-2021,Meghalaya,617157,277260,185494,78920,,,,541746
23-06-2021,Meghalaya,629639,288538,186337,79119,,,,554067
24-06-2021,Meghalaya,641778,299226,187194,79291,,,,565784
16-03-2021,Mizoram,60487,17076,17270,15485,,,,49846
17-03-2021,Mizoram,61546,17144,17439,16136,,,,50734
18-03-2021,Mizoram,62606,17275,17640,16387,,,,51317
19-03-2021,Mizoram,63610,17395,17794,16562,,,,51766
20-03-2021,Mizoram,64315,17439,17877,16954,,,,52285
21-03-2021,Mizoram,64323,17441,17879,16955,,,,52290
22-03-2021,Mizoram,65068,17596,18067,17059,,,,52737
23-03-2021,Mizoram,65994,17793,18268,17216,,,,53292
24-03-2021,Mizoram,66383,17860,18379,17322,,,,53576
25-03-2021,Mizoram,67197,17994,18605,17624,,,,54238
26-03-2021,Mizoram,68394,18232,18953,17845,,,,55046
27-03-2021,Mizoram,68478,18252,18992,17857,,,,55117
28-03-2021,Mizoram,68478,18252,18992,17857,,,,55117
29-03-2021,Mizoram,68563,18259,18995,17857,,,,55127
30-03-2021,Mizoram,69079,18309,19088,17959,,,,55372
31-03-2021,Mizoram,69467,18330,19166,18013,,,,55525
01-04-2021,Mizoram,70821,18411,19541,18331,,,,56300
02-04-2021,Mizoram,71071,18408,19636,18418,,,,56479
03-04-2021,Mizoram,71115,18425,19646,18421,,,,56509
04-04-2021,Mizoram,71104,18411,19636,18425,,,,56489
05-04-2021,Mizoram,72921,18420,20053,18895,,,,57385
06-04-2021,Mizoram,74692,18428,20668,19370,,,,58483
07-04-2021,Mizoram,81395,18448,23775,21079,,,,63319
08-04-2021,Mizoram,86987,18456,26526,22482,,,,67481
09-04-2021,Mizoram,92638,18507,28926,24052,,,,71502
10-04-2021,Mizoram,95185,18563,30351,24671,,,,73602
11-04-2021,Mizoram,95806,18538,30485,24791,,,,73831
12-04-2021,Mizoram,104685,18631,34498,27675,,,,80821
13-04-2021,Mizoram,112978,18808,38530,29878,,,,87233
14-04-2021,Mizoram,123061,18913,42511,33235,,,,94676
15-04-2021,Mizoram,135355,19089,48979,36968,,,,105054
16-04-2021,Mizoram,148073,19436,56385,41191,,,,117031
17-04-2021,Mizoram,153856,19508,59470,43171,,,,122168
18-04-2021,Mizoram,154183,19519,59656,43225,,,,122419
19-04-2021,Mizoram,164801,19663,65416,46659,,,,131756
20-04-2021,Mizoram,174363,19794,70165,49781,,,,139758
21-04-2021,Mizoram,180790,20013,72974,51487,,,,144492
22-04-2021,Mizoram,194062,20438,80259,55320,,,,156035
23-04-2021,Mizoram,206177,21278,87234,58134,,,,166665
24-04-2021,Mizoram,211110,21532,89894,59292,,,,170765
25-04-2021,Mizoram,211220,21530,89960,59319,,,,170856
26-04-2021,Mizoram,223397,21924,96158,62965,,,,181115
27-04-2021,Mizoram,235041,29137,95973,66165,,,,191344
28-04-2021,Mizoram,243364,29294,101066,69021,,,,199452
29-04-2021,Mizoram,250446,29451,105182,71471,,,,206116
30-04-2021,Mizoram,256067,30297,108176,72848,,,,211334
01-05-2021,Mizoram,258683,30449,109639,73765,,,,213866
02-05-2021,Mizoram,258830,30436,109721,73775,,,,213944
03-05-2021,Mizoram,263667,30716,112391,75430,,,,218549
04-05-2021,Mizoram,267561,31382,114302,76170,,,,221866
05-05-2021,Mizoram,271141,31810,116294,77116,,,,225232
06-05-2021,Mizoram,275391,32443,118520,78069,,,,229045
07-05-2021,Mizoram,277545,32676,119508,78513,,,,230710
08-05-2021,Mizoram,278197,32739,119776,78637,,,,231165
09-05-2021,Mizoram,278252,32765,119785,78637,,,,231200
10-05-2021,Mizoram,281704,33227,120706,79006,,,,232953
11-05-2021,Mizoram,284591,33405,121538,79310,,,,234267
12-05-2021,Mizoram,286159,33551,122455,79671,,,,235691
13-05-2021,Mizoram,288186,33840,123522,80043,,,,237420
14-05-2021,Mizoram,288999,34021,123873,80184,,,,238093
15-05-2021,Mizoram,289770,34182,124257,80349,,,,238803
16-05-2021,Mizoram,289783,34182,124270,80349,,,,238816
17-05-2021,Mizoram,291676,35911,124384,80396,,,,240707
18-05-2021,Mizoram,294300,38060,124732,80513,,,,243325
19-05-2021,Mizoram,297576,40910,125050,80618,,,,246598
20-05-2021,Mizoram,301229,44373,125212,80644,,,,250250
21-05-2021,Mizoram,303181,46121,125377,80678,,,,252198
22-05-2021,Mizoram,303182,46120,125377,80680,,,,252199
23-05-2021,Mizoram,303182,46120,125377,80680,,,,252199
24-05-2021,Mizoram,304934,47398,125689,80779,,,,253888
25-05-2021,Mizoram,306513,48181,126261,80989,,,,255454
26-05-2021,Mizoram,307168,48775,126310,80999,,,,256107
27-05-2021,Mizoram,308603,49811,126597,81100,,,,257532
28-05-2021,Mizoram,311403,52372,126772,81150,,,,260318
29-05-2021,Mizoram,313383,54026,127016,81228,,,,262296
30-05-2021,Mizoram,313453,54035,127052,81253,,,,262366
31-05-2021,Mizoram,315245,55291,127428,81383,,,,264128
01-06-2021,Mizoram,316266,55876,127757,81463,,,,265122
02-06-2021,Mizoram,316742,56030,128003,81531,,,,265590
03-06-2021,Mizoram,318199,56744,128540,81718,,,,267028
04-06-2021,Mizoram,322297,60294,128929,81831,,,,271082
05-06-2021,Mizoram,323535,61531,128929,81831,,,,272320
06-06-2021,Mizoram,323536,61532,128929,81831,,,,272321
07-06-2021,Mizoram,327729,65243,129149,81898,,,,276319
08-06-2021,Mizoram,331535,68681,129307,81938,,,,279959
09-06-2021,Mizoram,335091,71735,129442,82010,,,,283221
10-06-2021,Mizoram,339631,75941,129665,82101,,,,287744
11-06-2021,Mizoram,342961,79006,129753,82125,,,,290926
12-06-2021,Mizoram,344187,79764,129895,82167,,,,291868
13-06-2021,Mizoram,344187,79764,129895,82167,,,,291868
14-06-2021,Mizoram,357314,92649,130063,82202,,,,304964
15-06-2021,Mizoram,373131,108284,130168,82225,,,,320738
16-06-2021,Mizoram,393779,128720,130324,82261,,,,341373
17-06-2021,Mizoram,410513,144841,130625,82333,,,,357878
18-06-2021,Mizoram,421435,155584,130738,82373,,,,368782
19-06-2021,Mizoram,428686,162806,130755,82380,,,,376032
